qid,docno,relevance,iteration
9647,D41052,1,0
4812,D41060,1,0
1438,D41070,2,0
6230,D41075,2,0
2248,D41079,2,0
2380,D41091,1,0
4368,D41096,1,0
2402,D41101,1,0
6885,D41111,2,0
8631,D41114,2,0
4853,D41115,1,0
1114,D41131,2,0
5634,D41138,1,0
8766,D41144,1,0
1519,D41151,2,0
5782,D41160,2,0
7658,D41176,1,0
4342,D41180,2,0
6546,D41209,1,0
895,D41211,2,0
5279,D41226,1,0
5739,D41229,2,0
9075,D41234,1,0
392,D41253,2,0
3810,D41263,2,0
7796,D41270,2,0
9082,D41297,2,0
6868,D41302,1,0
621,D41304,2,0
2050,D41312,1,0
6861,D41314,2,0
9422,D41316,1,0
583,D41328,2,0
1111,D41333,2,0
3795,D41345,2,0
4391,D41348,2,0
561,D41352,1,0
9163,D41356,2,0
9327,D41366,1,0
8344,D41370,2,0
2457,D41387,2,0
4693,D41392,2,0
2484,D41419,1,0
6553,D41426,2,0
5394,D41428,2,0
7296,D41438,2,0
7667,D41449,2,0
6088,D41451,2,0
2908,D41459,1,0
5619,D41465,2,0
1474,D41471,1,0
9088,D41476,1,0
516,D41493,2,0
9952,D41497,1,0
7841,D41499,2,0
6479,D41502,1,0
7301,D41507,2,0
4305,D41508,2,0
3244,D41520,1,0
9624,D41521,1,0
5842,D41524,2,0
299,D41534,1,0
6082,D41536,1,0
1023,D41540,2,0
2669,D41543,2,0
5672,D41546,2,0
2103,D41547,2,0
6561,D41550,1,0
6804,D41551,2,0
6035,D41552,2,0
9856,D41554,2,0
6240,D41556,2,0
7725,D41567,1,0
2463,D41574,1,0
8897,D41577,1,0
9380,D41578,2,0
8887,D41590,1,0
4518,D41593,2,0
386,D41598,2,0
3370,D41601,1,0
2030,D41602,1,0
3638,D41609,2,0
2662,D41650,2,0
9789,D41662,1,0
8600,D41664,2,0
7359,D41669,1,0
5760,D41674,1,0
6579,D41679,1,0
8275,D41692,2,0
5138,D41695,2,0
7013,D41717,2,0
3919,D41722,1,0
587,D41735,1,0
600,D41740,2,0
4418,D41742,2,0
1905,D41762,1,0
4607,D41764,2,0
8151,D41773,2,0
4688,D41778,2,0
4291,D41782,1,0
5388,D41787,1,0
5028,D41789,2,0
6081,D41798,2,0
8643,D41800,2,0
9430,D41802,1,0
2372,D41810,2,0
2207,D41811,1,0
4344,D41814,1,0
8872,D41824,1,0
1629,D41825,1,0
4486,D41832,1,0
3951,D41838,2,0
9530,D41840,2,0
4547,D41844,2,0
4890,D41850,2,0
7386,D41851,2,0
6409,D41852,2,0
4521,D41854,2,0
3658,D41901,1,0
3808,D41918,1,0
2529,D41943,1,0
27,D41946,2,0
1884,D41948,2,0
9780,D41950,1,0
4066,D41958,1,0
9177,D41962,2,0
7733,D41963,2,0
9577,D41965,1,0
4084,D41985,2,0
454,D41999,2,0
1069,D42008,1,0
9130,D42010,2,0
2124,D42030,2,0
2983,D42037,2,0
8965,D42046,2,0
699,D42051,2,0
3246,D42074,2,0
1648,D42079,1,0
7942,D42087,2,0
7466,D42119,2,0
386,D42120,1,0
8728,D42127,2,0
8642,D42135,2,0
2672,D42140,1,0
8453,D42162,2,0
1900,D42166,2,0
5900,D42170,2,0
1859,D42186,1,0
8804,D42196,1,0
9148,D42197,2,0
7320,D42201,2,0
9295,D42204,2,0
5789,D42212,2,0
7552,D42214,2,0
7145,D42227,1,0
6415,D42235,2,0
3424,D42236,2,0
7897,D42262,2,0
7221,D42263,2,0
1737,D42267,2,0
7568,D42270,2,0
7926,D42287,2,0
2056,D42289,2,0
5808,D42296,2,0
1182,D42303,1,0
3614,D42307,1,0
2476,D42315,1,0
9271,D42319,2,0
8151,D42328,1,0
9992,D42330,2,0
311,D42347,2,0
3437,D42362,1,0
8154,D42375,1,0
7547,D42377,1,0
2353,D42378,2,0
2989,D42380,2,0
3317,D42385,2,0
4997,D42387,1,0
6243,D42388,2,0
1688,D42405,1,0
66,D42416,1,0
3624,D42417,2,0
5061,D42432,1,0
5367,D42447,1,0
9472,D42459,1,0
1029,D42470,1,0
9510,D42484,2,0
499,D42491,2,0
7800,D42499,2,0
199,D42508,2,0
434,D42522,1,0
3698,D42523,2,0
8428,D42550,1,0
6283,D42551,2,0
9592,D42567,1,0
2866,D42577,1,0
7124,D42601,2,0
1415,D42612,2,0
9008,D42628,2,0
6813,D42637,1,0
7187,D42639,2,0
6362,D42642,2,0
5730,D42669,2,0
1563,D42672,1,0
1344,D42677,2,0
5194,D42696,1,0
5391,D42705,2,0
7469,D42716,1,0
9682,D42717,2,0
2804,D42722,1,0
3070,D42725,1,0
5637,D42739,1,0
77,D42742,2,0
4174,D42745,2,0
6877,D42777,1,0
9641,D42779,2,0
2942,D42780,1,0
9570,D42790,1,0
9147,D42798,2,0
8412,D42799,1,0
9340,D42816,2,0
5757,D42818,2,0
7865,D42824,1,0
963,D42831,1,0
9472,D42836,2,0
6426,D42852,2,0
4554,D42855,2,0
8914,D42858,2,0
5027,D42872,2,0
3298,D42891,1,0
4942,D42895,2,0
2157,D42903,2,0
9763,D42908,1,0
9250,D42933,2,0
1520,D42944,2,0
2084,D42955,2,0
7992,D42959,2,0
4335,D42962,2,0
3659,D42978,1,0
951,D43005,1,0
9854,D43013,2,0
1636,D43026,2,0
3472,D43033,2,0
336,D43039,2,0
4714,D43044,2,0
9408,D43047,1,0
6890,D43054,1,0
3494,D43066,2,0
3087,D43073,2,0
3840,D43079,1,0
1336,D43082,1,0
5690,D43086,2,0
7985,D43087,1,0
7607,D43101,1,0
9932,D43104,2,0
3750,D43110,1,0
8209,D43117,2,0
49,D43118,1,0
7289,D43123,1,0
5029,D43130,1,0
8209,D43140,1,0
2205,D43143,2,0
4978,D43148,2,0
941,D43166,1,0
1091,D43169,2,0
9698,D43179,2,0
2165,D43183,2,0
4909,D43188,2,0
5966,D43189,2,0
3194,D43207,1,0
1843,D43232,1,0
5290,D43250,1,0
7544,D43251,2,0
8566,D43261,1,0
8915,D43276,1,0
9896,D43277,2,0
5552,D43284,2,0
3292,D43291,1,0
9495,D43299,2,0
7494,D43300,2,0
9972,D43304,2,0
6172,D43306,2,0
4533,D43307,1,0
6436,D43311,2,0
8986,D43317,2,0
3031,D43325,2,0
8382,D43335,1,0
343,D43346,2,0
3591,D43347,2,0
3741,D43348,2,0
102,D43349,2,0
913,D43358,1,0
8275,D43374,1,0
8494,D43382,2,0
1431,D43387,1,0
890,D43398,2,0
1837,D43399,1,0
8762,D43402,2,0
7568,D43411,1,0
1788,D43416,2,0
1097,D43421,2,0
9759,D43430,1,0
7907,D43433,2,0
3353,D43434,1,0
141,D43451,2,0
6424,D43454,1,0
7064,D43474,2,0
7518,D43487,2,0
9389,D43490,2,0
9325,D43494,2,0
6070,D43499,1,0
5786,D43501,1,0
6377,D43514,1,0
8343,D43521,2,0
9912,D43548,2,0
1797,D43551,1,0
5594,D43555,1,0
9258,D43572,1,0
297,D43596,1,0
5301,D43606,2,0
5477,D43607,2,0
715,D43612,1,0
3118,D43614,2,0
6902,D43621,1,0
8007,D43635,2,0
6992,D43644,1,0
6960,D43655,2,0
8512,D43659,2,0
3029,D43672,1,0
4915,D43678,2,0
3022,D43685,1,0
1039,D43688,2,0
6589,D43689,2,0
2343,D43692,1,0
3304,D43693,1,0
8302,D43695,2,0
3352,D43697,1,0
9333,D43698,1,0
8906,D43704,1,0
6707,D43721,2,0
511,D43723,1,0
7423,D43725,1,0
1989,D43726,1,0
8269,D43727,2,0
7557,D43728,2,0
3492,D43736,2,0
7814,D43748,2,0
7774,D43756,1,0
2260,D43759,1,0
7004,D43763,1,0
4955,D43815,1,0
7136,D43818,1,0
5107,D43823,2,0
512,D43860,1,0
1437,D43867,2,0
7161,D43874,2,0
924,D43883,1,0
7681,D43900,1,0
4920,D43912,2,0
3734,D43914,1,0
6683,D43917,2,0
5288,D43921,1,0
3330,D43941,1,0
9197,D43944,2,0
1268,D43947,1,0
1944,D43959,2,0
6943,D43966,2,0
2480,D43972,1,0
2720,D43977,1,0
2879,D43980,2,0
9513,D43991,1,0
8472,D43996,1,0
3967,D43998,2,0
7902,D44001,2,0
1578,D44005,1,0
8548,D44008,2,0
9039,D44022,2,0
6261,D44025,1,0
9044,D44031,1,0
9338,D44035,1,0
2985,D44039,1,0
9050,D44041,2,0
8950,D44050,1,0
4519,D44051,1,0
4436,D44055,1,0
6018,D44056,1,0
8039,D44059,1,0
1222,D44067,1,0
8454,D44110,1,0
1208,D44112,2,0
7172,D44120,2,0
8972,D44125,2,0
5891,D44127,1,0
4668,D44151,1,0
7664,D44152,1,0
2098,D44157,2,0
3113,D44162,1,0
8806,D44196,2,0
8481,D44199,1,0
8075,D44227,2,0
459,D44228,2,0
280,D44239,2,0
7679,D44250,1,0
2969,D44257,1,0
2679,D44263,2,0
3652,D44274,1,0
4127,D44285,2,0
4721,D44291,2,0
8193,D44304,1,0
2202,D44305,2,0
822,D44342,2,0
1779,D44345,2,0
412,D44353,1,0
9055,D44361,1,0
8752,D44381,1,0
9949,D44382,2,0
9272,D44383,2,0
2538,D44389,2,0
6216,D44398,1,0
7593,D44400,2,0
1103,D44401,1,0
5212,D44405,2,0
8434,D44419,2,0
5529,D44424,2,0
980,D44432,2,0
5582,D44437,2,0
3770,D44452,2,0
2209,D44455,1,0
5220,D44458,2,0
5007,D44495,2,0
2204,D44499,2,0
1525,D44515,1,0
5019,D44522,2,0
4126,D44538,2,0
6794,D44563,2,0
7779,D44564,1,0
2018,D44609,2,0
9069,D44613,2,0
1841,D44626,1,0
2817,D44656,2,0
2531,D44662,1,0
9273,D44679,2,0
3065,D44695,2,0
5565,D44697,2,0
2153,D44699,2,0
8700,D44706,2,0
8931,D44721,2,0
3727,D44723,2,0
1709,D44756,2,0
6349,D44762,2,0
7011,D44765,2,0
28,D44774,1,0
7931,D44796,2,0
7555,D44805,1,0
2489,D44847,1,0
777,D44848,1,0
7072,D44864,2,0
2303,D44866,2,0
9884,D44867,2,0
6268,D44871,2,0
307,D44877,2,0
1196,D44878,1,0
3616,D44896,1,0
4625,D44900,1,0
9319,D44902,2,0
1088,D44942,2,0
5308,D44945,2,0
5163,D44946,1,0
8698,D44954,2,0
8853,D44970,1,0
4311,D44975,2,0
5727,D44979,2,0
3979,D44985,1,0
9145,D44986,2,0
5583,D44997,2,0
7249,D44998,1,0
632,D45013,2,0
8233,D45027,2,0
8904,D45030,1,0
7635,D45035,2,0
9448,D45037,1,0
2587,D45041,1,0
3869,D45054,1,0
1217,D45070,1,0
2215,D45073,2,0
8704,D45080,2,0
3247,D45090,1,0
8622,D45112,2,0
1131,D45113,1,0
5799,D45120,2,0
9605,D45121,1,0
7062,D45125,2,0
8016,D45139,2,0
4515,D45150,2,0
8518,D45153,2,0
9457,D45170,1,0
6033,D45173,2,0
243,D45176,2,0
1061,D45185,1,0
9501,D45186,2,0
6819,D45200,1,0
4049,D45209,2,0
9850,D45223,2,0
8519,D45228,2,0
1758,D45234,2,0
1703,D45237,1,0
5584,D45238,1,0
5091,D45241,2,0
1436,D45246,2,0
3263,D45247,2,0
7597,D45248,1,0
2833,D45253,1,0
7404,D45283,1,0
7914,D45295,2,0
762,D45312,1,0
222,D45328,2,0
1044,D45342,2,0
7357,D45357,2,0
5226,D45381,1,0
9760,D45382,2,0
1626,D45384,1,0
9910,D45385,2,0
3909,D45387,2,0
3722,D45392,1,0
4781,D45398,1,0
3632,D45400,1,0
7123,D45409,1,0
5024,D45416,2,0
7208,D45421,1,0
7708,D45428,2,0
8686,D45430,2,0
9504,D45446,2,0
7319,D45450,2,0
5192,D45458,1,0
2869,D45462,2,0
7038,D45467,2,0
1685,D45475,2,0
5732,D45490,1,0
1005,D45504,1,0
3448,D45510,1,0
8162,D45518,2,0
6314,D45531,1,0
3282,D45558,2,0
2160,D45567,1,0
3726,D45581,2,0
2576,D45582,2,0
4941,D45590,1,0
2961,D45591,1,0
2172,D45622,1,0
6557,D45623,2,0
1872,D45627,2,0
4879,D45628,2,0
5322,D45641,2,0
7140,D45672,2,0
464,D45676,1,0
3711,D45681,1,0
1954,D45693,1,0
4314,D45711,1,0
733,D45735,2,0
1104,D45736,2,0
1750,D45739,2,0
4539,D45744,2,0
50,D45748,1,0
695,D45766,2,0
4336,D45778,1,0
8024,D45789,1,0
6488,D45801,2,0
3227,D45824,1,0
6791,D45827,2,0
8868,D45828,2,0
2532,D45859,1,0
8420,D45862,2,0
3132,D45864,1,0
2297,D45899,1,0
9071,D45907,1,0
8316,D45909,2,0
3558,D45916,2,0
7071,D45924,2,0
4552,D45926,1,0
5533,D45927,2,0
1307,D45928,1,0
5752,D45938,2,0
6654,D45973,2,0
9987,D45985,2,0
247,D45987,2,0
2014,D45993,2,0
3735,D45999,2,0
9312,D46006,2,0
4810,D46022,1,0
6172,D46023,1,0
9261,D46034,1,0
9557,D46035,2,0
4543,D46039,2,0
9724,D46059,2,0
7889,D46063,1,0
6812,D46069,1,0
7402,D46075,1,0
369,D46079,1,0
1945,D46097,2,0
7356,D46101,2,0
8995,D46104,2,0
7518,D46105,1,0
2756,D46108,2,0
2624,D46124,1,0
4536,D46165,2,0
3252,D46168,1,0
2092,D46171,2,0
9433,D46173,1,0
5151,D46180,2,0
6239,D46184,2,0
7643,D46197,1,0
7703,D46201,2,0
3382,D46207,1,0
6616,D46214,1,0
7043,D46234,1,0
9577,D46237,2,0
8394,D46240,1,0
3721,D46256,1,0
2561,D46262,2,0
4182,D46264,1,0
8671,D46288,2,0
4738,D46289,2,0
7084,D46300,1,0
3172,D46318,1,0
249,D46325,1,0
9169,D46332,2,0
4016,D46336,2,0
5123,D46337,1,0
5204,D46348,2,0
2530,D46358,2,0
7417,D46360,2,0
5674,D46370,2,0
2963,D46373,2,0
5617,D46379,2,0
9374,D46383,1,0
7042,D46400,2,0
7121,D46410,1,0
7272,D46416,1,0
9043,D46481,1,0
5077,D46490,2,0
9946,D46493,2,0
3324,D46499,1,0
1567,D46507,1,0
9553,D46519,2,0
7808,D46522,1,0
4641,D46525,2,0
8922,D46537,2,0
78,D46541,1,0
4283,D46548,2,0
2601,D46555,1,0
185,D46568,1,0
4902,D46583,1,0
2703,D46596,1,0
7666,D46606,1,0
6835,D46621,2,0
3941,D46629,1,0
3801,D46632,2,0
5052,D46634,2,0
8149,D46635,2,0
3295,D46639,1,0
497,D46655,1,0
5997,D46656,2,0
5861,D46667,1,0
6709,D46672,2,0
9144,D46688,2,0
3229,D46695,1,0
7910,D46708,1,0
6345,D46712,1,0
7107,D46718,2,0
2609,D46720,2,0
478,D46725,2,0
6044,D46765,1,0
9180,D46776,1,0
4033,D46780,2,0
3185,D46790,1,0
5591,D46795,1,0
3237,D46799,2,0
2691,D46800,2,0
2607,D46820,1,0
8064,D46834,1,0
3475,D46848,1,0
8549,D46849,2,0
7142,D46872,2,0
1277,D46891,1,0
1434,D46898,2,0
5188,D46903,1,0
3275,D46904,2,0
3099,D46910,2,0
6020,D46912,1,0
4618,D46918,1,0
7076,D46920,2,0
7921,D46934,2,0
3505,D46936,1,0
1773,D46938,1,0
401,D46939,2,0
4190,D46959,2,0
2652,D46966,2,0
6428,D46976,2,0
1179,D46982,2,0
3717,D46991,1,0
5595,D46994,2,0
4823,D47003,2,0
9193,D47004,1,0
6790,D47009,1,0
6967,D47023,1,0
9493,D47034,1,0
2550,D47036,1,0
8177,D47045,1,0
4977,D47046,1,0
2002,D47052,2,0
1392,D47067,2,0
7831,D47069,1,0
8237,D47071,2,0
4605,D47073,2,0
9520,D47076,2,0
5615,D47081,1,0
8170,D47086,2,0
5259,D47088,2,0
1476,D47095,1,0
4567,D47097,1,0
9727,D47099,1,0
8109,D47115,2,0
3340,D47117,2,0
1086,D47123,1,0
4565,D47128,1,0
6376,D47132,2,0
2196,D47162,2,0
9074,D47183,2,0
2242,D47191,1,0
6796,D47205,2,0
7484,D47208,1,0
8774,D47214,2,0
967,D47220,1,0
8579,D47240,1,0
4337,D47255,1,0
2207,D47273,2,0
9114,D47280,1,0
4249,D47281,1,0
1342,D47286,1,0
9751,D47289,2,0
1932,D47300,1,0
3637,D47303,1,0
3915,D47305,1,0
9806,D47307,1,0
2132,D47312,1,0
1955,D47315,2,0
4806,D47320,1,0
3187,D47322,1,0
2994,D47335,2,0
7680,D47349,1,0
9107,D47359,1,0
6366,D47371,2,0
987,D47376,1,0
469,D47378,1,0
446,D47386,2,0
678,D47388,2,0
4330,D47392,2,0
8802,D47396,1,0
3598,D47399,2,0
1316,D47409,1,0
2777,D47411,2,0
7801,D47431,2,0
5921,D47433,2,0
8554,D47436,2,0
9010,D47439,2,0
9988,D47446,1,0
4568,D47468,2,0
124,D47482,2,0
1824,D47492,1,0
1866,D47499,2,0
899,D47503,1,0
6923,D47505,1,0
3168,D47543,1,0
7336,D47545,1,0
45,D47552,2,0
3479,D47565,1,0
2385,D47577,1,0
9041,D47580,2,0
1887,D47583,1,0
904,D47600,2,0
3543,D47609,2,0
8501,D47618,1,0
7114,D47619,2,0
7657,D47620,1,0
2927,D47650,1,0
4009,D47656,1,0
1638,D47681,1,0
9012,D47695,2,0
9950,D47700,2,0
6363,D47713,1,0
7091,D47714,2,0
1524,D47716,2,0
3508,D47718,1,0
5350,D47723,2,0
7938,D47744,2,0
5267,D47765,2,0
2098,D47777,1,0
3902,D47779,2,0
9792,D47780,2,0
7608,D47790,1,0
5717,D47798,2,0
4508,D47808,2,0
889,D47821,2,0
4920,D47829,1,0
9133,D47843,2,0
2286,D47850,1,0
3855,D47856,1,0
4953,D47857,1,0
2702,D47860,2,0
8323,D47873,2,0
9575,D47885,2,0
8981,D47886,1,0
5531,D47905,2,0
8310,D47911,2,0
7884,D47915,2,0
5548,D47919,1,0
996,D47933,2,0
6284,D47966,2,0
4815,D47989,2,0
1821,D47994,2,0
6447,D48000,2,0
239,D48001,2,0
4685,D48006,1,0
2230,D48009,2,0
3562,D48015,2,0
4508,D48016,1,0
3939,D48020,2,0
4568,D48031,1,0
5314,D48032,2,0
5197,D48050,2,0
361,D48051,1,0
9346,D48064,1,0
8670,D48071,2,0
4690,D48077,2,0
6570,D48094,2,0
5456,D48108,1,0
7317,D48112,2,0
5274,D48113,1,0
3248,D48116,2,0
8192,D48120,2,0
2752,D48125,2,0
6114,D48129,2,0
2299,D48132,2,0
9290,D48136,1,0
1975,D48146,1,0
9676,D48151,2,0
93,D48160,1,0
3114,D48178,2,0
596,D48179,2,0
6441,D48197,2,0
9850,D48222,1,0
3648,D48224,1,0
5930,D48235,1,0
3948,D48261,2,0
7469,D48277,2,0
7578,D48278,2,0
8514,D48316,1,0
9300,D48317,1,0
2971,D48323,2,0
869,D48326,2,0
1288,D48333,2,0
6586,D48334,2,0
5413,D48346,2,0
9119,D48347,1,0
1418,D48348,2,0
2424,D48366,1,0
1110,D48368,2,0
5060,D48374,2,0
7861,D48387,1,0
7209,D48389,2,0
1682,D48390,2,0
9805,D48391,2,0
8672,D48404,2,0
833,D48414,1,0
9817,D48420,2,0
4863,D48424,1,0
6121,D48439,2,0
5908,D48449,1,0
7621,D48464,1,0
9920,D48465,1,0
7823,D48473,1,0
5236,D48477,1,0
6783,D48523,1,0
5203,D48526,2,0
4628,D48532,2,0
9686,D48543,1,0
981,D48544,1,0
6985,D48571,1,0
3253,D48575,2,0
2826,D48582,1,0
2982,D48585,2,0
2352,D48586,1,0
6473,D48600,1,0
6402,D48604,1,0
9155,D48605,2,0
8938,D48625,2,0
2884,D48631,2,0
9445,D48637,2,0
194,D48644,2,0
8464,D48650,2,0
7731,D48666,1,0
4366,D48674,2,0
1450,D48675,2,0
3541,D48692,1,0
6102,D48698,2,0
7905,D48699,2,0
8254,D48701,2,0
1548,D48705,2,0
8966,D48712,2,0
7773,D48719,1,0
7015,D48740,2,0
9054,D48741,1,0
9434,D48742,1,0
5412,D48746,2,0
6227,D48792,2,0
2262,D48796,2,0
9716,D48808,1,0
1165,D48821,1,0
4784,D48822,1,0
8995,D48839,1,0
866,D48846,2,0
9138,D48849,1,0
1958,D48857,2,0
7699,D48862,2,0
9474,D48863,1,0
4900,D48880,2,0
5592,D48881,2,0
3482,D48895,1,0
2782,D48906,1,0
867,D48920,1,0
4898,D48931,2,0
1936,D48944,1,0
3907,D48949,2,0
9278,D48956,2,0
737,D48963,2,0
7083,D48984,2,0
7180,D48988,2,0
9003,D48993,1,0
3479,D48995,2,0
1615,D49001,2,0
9544,D49002,1,0
9551,D49033,2,0
1382,D49042,2,0
5053,D49045,1,0
8736,D49057,2,0
1790,D49067,1,0
613,D49073,2,0
1804,D49078,1,0
523,D49085,2,0
5284,D49096,1,0
6058,D49114,1,0
3158,D49115,2,0
8963,D49130,2,0
6232,D49132,2,0
5926,D49133,2,0
6198,D49142,1,0
2568,D49144,1,0
9944,D49145,2,0
9035,D49163,2,0
3177,D49165,2,0
8018,D49177,2,0
8961,D49178,1,0
8904,D49182,2,0
5765,D49206,2,0
9699,D49215,1,0
2896,D49225,2,0
6120,D49246,2,0
2556,D49247,1,0
135,D49255,1,0
9993,D49259,2,0
670,D49275,2,0
3232,D49280,2,0
707,D49281,2,0
1577,D49289,2,0
8164,D49294,1,0
106,D49314,1,0
4448,D49325,2,0
9061,D49329,1,0
6866,D49330,1,0
7098,D49364,1,0
9948,D49377,2,0
6761,D49389,2,0
4422,D49396,2,0
2193,D49417,2,0
7509,D49422,1,0
786,D49427,1,0
2874,D49429,2,0
6689,D49449,2,0
8598,D49450,1,0
9964,D49456,1,0
8511,D49457,2,0
2970,D49487,1,0
1333,D49490,1,0
1785,D49492,2,0
528,D49500,2,0
9019,D49518,2,0
5064,D49521,2,0
7613,D49538,1,0
1863,D49540,1,0
9279,D49546,2,0
2177,D49551,2,0
9849,D49552,2,0
3108,D49554,2,0
7944,D49562,1,0
6150,D49574,2,0
6000,D49577,2,0
5059,D49582,2,0
4951,D49585,2,0
7616,D49586,2,0
9365,D49601,1,0
6241,D49614,1,0
4615,D49617,2,0
1523,D49665,1,0
4058,D49666,2,0
5584,D49676,2,0
1583,D49677,1,0
8571,D49688,2,0
4813,D49689,2,0
3273,D49711,1,0
1609,D49717,2,0
9968,D49718,2,0
8296,D49727,1,0
488,D49731,1,0
804,D49738,2,0
4601,D49751,2,0
184,D49753,2,0
6222,D49754,2,0
5231,D49777,1,0
3333,D49781,2,0
6149,D49795,1,0
9097,D49797,2,0
9475,D49799,2,0
2272,D49800,1,0
1362,D49802,2,0
8047,D49814,2,0
176,D49818,2,0
4827,D49834,2,0
4643,D49849,2,0
7847,D49850,1,0
1807,D49851,1,0
1473,D49876,1,0
5025,D49881,2,0
990,D49884,1,0
6452,D49887,2,0
1778,D49892,2,0
1509,D49910,2,0
79,D49916,2,0
2138,D49929,2,0
1541,D49951,2,0
1624,D49955,2,0
6724,D49960,2,0
7036,D49962,1,0
108,D49966,2,0
3450,D49986,1,0
809,D49995,1,0
2522,D50001,2,0
1607,D50002,1,0
9930,D50005,2,0
8903,D50022,1,0
2460,D50033,2,0
9021,D50049,2,0
148,D50063,1,0
2920,D50065,1,0
5173,D50066,1,0
2125,D50072,2,0
5652,D50083,2,0
4579,D50092,1,0
3014,D50111,1,0
7224,D50112,2,0
8398,D50114,1,0
1126,D50118,2,0
7500,D50122,1,0
689,D50123,2,0
4503,D50126,1,0
9077,D50130,1,0
2714,D50133,2,0
1623,D50135,2,0
8964,D50139,2,0
3144,D50161,2,0
1561,D50164,1,0
8792,D50171,1,0
910,D50199,1,0
6310,D50202,1,0
4489,D50209,2,0
9634,D50211,2,0
200,D50214,2,0
6178,D50221,1,0
4083,D50243,2,0
7150,D50252,2,0
7378,D50259,1,0
7236,D50264,2,0
7826,D50265,2,0
8675,D50279,2,0
1489,D50283,2,0
6078,D50284,1,0
5435,D50294,1,0
6902,D50304,2,0
3026,D50306,2,0
2238,D50313,1,0
7645,D50333,1,0
9857,D50334,1,0
6967,D50335,2,0
8878,D50336,1,0
4880,D50348,2,0
3956,D50352,2,0
4318,D50355,1,0
6324,D50367,2,0
3576,D50372,1,0
9317,D50385,2,0
6136,D50430,1,0
9758,D50442,1,0
5920,D50444,1,0
7364,D50447,2,0
5466,D50455,2,0
5426,D50470,2,0
7496,D50471,2,0
96,D50478,1,0
658,D50481,2,0
7146,D50483,2,0
2003,D50484,2,0
669,D50494,1,0
5164,D50499,2,0
3123,D50501,1,0
860,D50507,1,0
2212,D50526,2,0
3348,D50533,2,0
2737,D50537,2,0
6170,D50538,1,0
6854,D50543,1,0
1241,D50549,2,0
9550,D50574,2,0
1282,D50587,1,0
1980,D50594,1,0
5424,D50595,2,0
996,D50603,1,0
4369,D50605,1,0
2568,D50606,2,0
1344,D50608,1,0
7097,D50638,2,0
4154,D50642,1,0
5912,D50649,2,0
908,D50652,2,0
4953,D50655,2,0
7580,D50656,2,0
5088,D50657,2,0
2656,D50665,2,0
2798,D50667,1,0
4141,D50681,2,0
1938,D50684,1,0
8582,D50694,1,0
1627,D50697,2,0
1665,D50705,1,0
5549,D50720,1,0
4944,D50726,1,0
8429,D50729,2,0
23,D50730,1,0
605,D50736,2,0
278,D50744,2,0
737,D50747,1,0
2330,D50750,2,0
3712,D50767,2,0
3717,D50774,2,0
4702,D50776,1,0
3540,D50778,2,0
2369,D50792,2,0
1630,D50851,2,0
6390,D50856,1,0
1741,D50898,1,0
1376,D50901,1,0
3924,D50906,2,0
8933,D50909,2,0
4976,D50914,2,0
3292,D50917,2,0
8438,D50918,2,0
8219,D50920,2,0
1145,D50924,2,0
7111,D50928,1,0
5272,D50931,2,0
9283,D50936,2,0
159,D50939,1,0
894,D50947,1,0
3144,D50952,1,0
4653,D50956,1,0
3170,D50959,1,0
1518,D50961,2,0
8022,D50963,2,0
1602,D50984,2,0
1816,D51005,2,0
4075,D51020,1,0
8799,D51030,1,0
6523,D51041,1,0
1534,D51044,1,0
3670,D51046,1,0
4320,D51056,1,0
3777,D51074,2,0
58,D51079,1,0
6303,D51095,1,0
6000,D51098,1,0
1882,D51100,1,0
1768,D51104,1,0
4196,D51114,2,0
4322,D51116,1,0
1722,D51122,1,0
6206,D51123,2,0
38,D51129,2,0
7707,D51132,2,0
2647,D51146,1,0
479,D51169,2,0
5985,D51171,1,0
7520,D51174,2,0
2745,D51186,2,0
97,D51187,2,0
5668,D51201,2,0
2996,D51206,2,0
7583,D51220,2,0
3639,D51222,1,0
1217,D51224,2,0
612,D51237,1,0
3150,D51257,1,0
8482,D51259,2,0
7615,D51263,1,0
8239,D51273,1,0
1309,D51276,2,0
6508,D51278,1,0
6339,D51287,1,0
2449,D51292,2,0
6777,D51305,1,0
5790,D51307,2,0
4443,D51315,2,0
23,D51317,2,0
2043,D51320,1,0
4877,D51325,2,0
981,D51348,2,0
3203,D51356,1,0
7072,D51368,1,0
9339,D51371,2,0
8818,D51377,2,0
5894,D51383,2,0
4647,D51387,1,0
326,D51391,1,0
7690,D51395,2,0
6414,D51401,2,0
6184,D51404,1,0
5295,D51407,2,0
8727,D51411,2,0
8372,D51414,1,0
5906,D51415,2,0
9151,D51431,1,0
3503,D51437,1,0
1963,D51439,1,0
1775,D51445,2,0
1294,D51447,2,0
2802,D51449,1,0
1812,D51455,2,0
6916,D51460,2,0
4773,D51473,1,0
6777,D51484,2,0
4904,D51493,1,0
9314,D51495,2,0
1331,D51497,1,0
9443,D51502,1,0
5618,D51507,2,0
2171,D51512,2,0
984,D51513,1,0
5256,D51516,1,0
9901,D51542,2,0
8282,D51548,2,0
5922,D51553,1,0
9447,D51555,2,0
3764,D51561,1,0
2000,D51571,1,0
218,D51594,2,0
1710,D51610,2,0
979,D51611,2,0
1269,D51615,1,0
3857,D51632,2,0
7048,D51642,2,0
4004,D51644,1,0
7346,D51648,1,0
4025,D51652,2,0
1875,D51658,1,0
4272,D51662,2,0
